"","TripID","Date","Country","Site","Latitude","Longitude","Observer","Fisher","TotalCrew","TrapsOwned","TrapsFished","TrapLocation","Depth_m","SoakTime_Days","TrapType","GapSize_cm","BrowserMass_g","BrowserMassRatio","ScraperMass_g","ScraperMassRatio","GrazerMass_g","GrazerMassRatio","TotalCatch_g","CPUE_kgPerTrap","TotalValue_KSH","ValuePUE","TotalCa_mg","CaPUE","TotalFe_mg","FePUE","TotalVA_ug","VAPUE","TotalSe_ug","SePUE","TotalZn_ug","ZnPUE"
"2135","GERXB2948L","2016-12-14","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","SPSZY6475T",1,6,6,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,4422,0.737,141.28,23.5466666666667,435.616652795836,72.6027754659727,6.43387213624269,1.07231202270711,716.43038260951,119.405063768252,445.35777134927,74.2262952248784,12.3000803597453,2.05001339329088
"2136","KOFDS2980L","2016-12-14","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","HPTNC4987Z",1,8,8,"Vanga",NA,"1","Traditional","0",2151,0.333333333333333,0,0,0,0,6453,0.806625,321.8,40.225,954.298068041326,119.287258505166,18.7067517730869,2.33834397163586,338.199786848886,42.2749733561107,655.248108742367,81.9060135927959,37.2571314152392,4.6571414269049
"2137","JIKZG3223S","2016-12-13","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","LUKKL2198A",1,1,1,"Vanga",NA,"1","Gated","4",0,0,0,0,0,0,12930,12.93,517.2,517.2,944.085558604761,944.085558604761,20.7516714218905,20.7516714218905,669.29385897023,669.29385897023,1234.54917353171,1234.54917353171,56.6673688929286,56.6673688929286
"2138","SNTTP9962G","2016-12-19","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","KFFYA3392B",1,1,1,"Vanga",NA,"1","Gated","4",2356,0.285714285714286,0,0,0,0,8246,8.246,221,221,597.15917181632,597.15917181632,7.61337447897744,7.61337447897744,1538.44844710635,1538.44844710635,680.440340628049,680.440340628049,13.2708707725276,13.2708707725276
"2139","JWXBZ6056G","2016-12-19","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","STYYO6581J",1,1,1,"Vanga",NA,"1","Traditional","0",836,0.2,0,0,0,0,4180,4.18,167.2,167.2,551.052671198462,551.052671198462,9.57090885539662,9.57090885539662,331.968722167408,331.968722167408,456.265685170819,456.265685170819,19.0545922750889,19.0545922750889
"2140","BLTAD6066F","2016-12-19","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","KDMIX6388H",1,1,1,"Vanga",NA,"1","Traditional","0",1860,0.333333333333333,0,0,0,0,5580,5.58,186,186,288.709875232384,288.709875232384,6.70502854189363,6.70502854189363,260.391980958349,260.391980958349,377.898378549833,377.898378549833,18.3421170475663,18.3421170475663
"2141","VCBQQ9352I","2016-12-19","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","SMHRG7733V",1,6,6,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,3750,0.625,144.08,24.0133333333333,278.200626222891,46.3667710371485,4.21452968237331,0.702421613728885,720.070428449973,120.011738074996,419.510077863146,69.9183463105244,10.6557830121749,1.77596383536248
"2142","CUJUS1791S","2016-12-20","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","BHZYR9303Y",1,7,7,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,2272,0.324571428571429,108.84,15.5485714285714,335.772962937785,47.9675661339693,4.98240479617731,0.711772113739616,549.154698767184,78.4506712524549,342.519125306516,48.9313036152166,9.54467850314337,1.36352550044905
"2143","XTYXH3846E","2016-12-20","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","LZZQI5769G",1,5,5,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,7987,1.5974,228.2,45.64,744.103165486213,148.820633097243,11.3512429721488,2.27024859442976,746.216073556769,149.243214711354,688.461267151811,137.692253430362,21.6599174942112,4.33198349884223
"2144","MUUAV6466T","2016-12-20","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","HPTNC4987Z",1,8,8,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,5898,0.73725,196.6,24.575,615.46867290617,76.9335841132713,7.6631568165847,0.957894602073087,968.596562950184,121.074570368773,643.46788716912,80.43348589614,13.2653020046208,1.6581627505776
"2145","LEOXK5930H","2016-12-21","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","QVSDF0882G",1,6,6,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,2676,0.446,133.8,22.3,461.569449276003,76.9282415460005,8.74583436785683,1.45763906130947,115.80650851152,19.3010847519199,353.939662848952,58.9899438081587,18.0289428445579,3.00482380742632
"2146","DYOBS2452M","2016-12-21","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","CGEWK0906V",1,8,8,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,2920,0.365,146,18.25,436.399550910576,54.549943863822,3.98242549705491,0.497803187131864,982.251109182908,122.781388647863,518.495560659066,64.8119450823833,5.49555586391551,0.686944482989439
"2147","ABLWR7348W","2016-12-21","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","STYYO6581J",1,1,1,"Vanga",NA,"1","Gated","4",0,0,0,0,0,0,7190,7.19,287.6,287.6,893.061535656591,893.061535656591,17.9929587705909,17.9929587705909,274.213045181792,274.213045181792,717.739625416949,717.739625416949,40.773489792036,40.773489792036
"2148","BNCIC0646K","2016-12-22","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","JAXHZ0133E",1,1,1,"Vanga",NA,"1","Gated","4",0,0,0,0,0,0,8162,8.162,233.2,233.2,752.691262622667,752.691262622667,10.9620117185887,10.9620117185887,860.753554193072,860.753554193072,718.721461287209,718.721461287209,20.5080770350876,20.5080770350876
"2149","KGWAK3531O","2016-12-22","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","RVZNY2791M",1,7,7,"Vanga",NA,"1","Gated","4",0,0,0,0,0,0,6168,0.881142857142857,205.6,29.3714285714286,517.295113203261,73.8993018861802,5.95261627695451,0.850373753850644,1064.44170167136,152.063100238766,655.931964570428,93.704566367204,11.6292038653814,1.66131483791163
"2150","QTHJC8065D","2016-12-22","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","ILMVK2298D",1,7,7,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,6944,0.992,193.12,27.5885714285714,639.039752587332,91.2913932267618,11.6526828093645,1.66466897276635,457.214176162106,65.3163108803009,538.263410038,76.8947728625715,23.8961076359288,3.41372966227554
"2151","BRXLP3126W","2016-12-22","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","SPSZY6475T",1,8,8,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,2704,0.338,135.2,16.9,404.117940295274,50.5147425369092,3.68783511782071,0.460979389727589,909.591438092665,113.698929761583,480.141094528121,60.0176368160152,5.08903529316012,0.636129411645015
"2152","UQGCT3625T","2016-12-23","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","XFQPY7397J",1,7,7,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,2696,0.385142857142857,134.8,19.2571428571429,433.141549608127,61.8773642297324,6.17550328755847,0.882214755365495,522.338193674883,74.6197419535547,419.283646171038,59.8976637387197,11.4440452377192,1.63486360538846
"2153","KRKAL2817O","2016-12-23","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","QVSDF0882G",1,7,7,"Vanga",NA,"1","Gated","4",0,0,0,0,0,0,4050,0.578571428571429,162,23.1428571428571,558.850902710856,79.835843244408,10.5891268131002,1.51273240187146,140.21415828749,20.03059404107,428.536811521153,61.2195445030218,21.8287648790612,3.11839498272303
"2154","CNFIG5385S","2016-12-23","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","OKRUR1630T",1,4,4,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,3540,0.885,141.6,35.4,488.477085332452,122.119271333113,9.25568121441351,2.31392030360338,122.557560577213,30.6393901443034,374.572916737008,93.6432291842519,19.0799574498461,4.76998936246152
"2155","XCKKI3398A","2016-12-23","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","NHCPC3861M",1,7,7,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,4240,0.605714285714286,169.6,24.2285714285714,521.12914262071,74.4470203743872,5.79927330499437,0.828467614999196,960.469328920614,137.209904131516,574.400816539989,82.0572595057127,9.37470238634453,1.33924319804922
"2156","OGPNO6974V","2016-12-23","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","WAUKL7829V",1,7,7,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,2880,0.411428571428571,113.2,16.1714285714286,154.87868821791,22.1255268882729,3.73767822877434,0.533954032682049,160.1434578081,22.8776368297285,261.976759555993,37.4252513651419,11.6005554816604,1.65722221166577
"2157","QPCBV0620E","2016-12-23","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","JAXHZ0133E",1,7,7,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,2568,0.366857142857143,128.4,18.3428571428571,427.462946463591,61.0661352090845,7.1131035371354,1.0161576481622,308.103558241582,44.0147940345117,370.098399149391,52.8711998784844,14.0386004826896,2.00551435466995
"2158","GQVQK9093G","2016-12-23","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","KMKAZ3824O",1,1,1,"Vanga",NA,"1","Gated","4",0,0,0,0,0,0,8916,8.916,202.4,202.4,604.981295234936,604.981295234936,5.52084192194462,5.52084192194462,1361.69605820973,1361.69605820973,718.791106009555,718.791106009555,7.61849662230479,7.61849662230479
"2159","KOGYF7131E","2016-12-24","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","RVZNY2791M",1,1,1,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,15603,15.603,243.4,243.4,806.212395944932,806.212395944932,13.1446406337257,13.1446406337257,636.265185510971,636.265185510971,709.64259891612,709.64259891612,25.7472465610881,25.7472465610881
"2160","PCJCR3650W","2016-12-24","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","WAUKL7829V",1,7,7,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,5670,0.81,189,27,623.892526296245,89.1275037566064,10.0306075868896,1.43294394098423,521.179082150436,74.4541545929194,555.228693731616,79.3183848188023,19.5435075725989,2.79192965322841
"2161","BEQYF4982K","2016-12-24","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","CGEWK0906V",1,7,7,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,3800,0.542857142857143,152,21.7142857142857,524.353933407717,74.907704772531,9.93547700982241,1.41935385854606,131.558963331472,18.7941376187817,402.083921921081,57.4405602744402,20.4813102568969,2.92590146527099
"2162","STDMX1747T","2016-12-24","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","QVSDF0882G",1,5,5,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,6018,1.2036,200.6,40.12,677.728777999241,135.545755599848,11.9314841595413,2.38629683190827,355.352273472352,71.0704546944704,558.732530770844,111.746506154169,24.0196949931484,4.80393899862967
"2163","ODQGP8277R","2016-12-24","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","SWUPQ8378O",1,7,7,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,4485,0.640714285714286,179.4,25.6285714285714,536.233420776421,76.6047743966315,4.89347352172364,0.69906764596052,1206.95786977681,172.422552825258,637.110298508469,91.0157569297812,6.75275836977016,0.964679767110022
"2164","VPKTX3492T","2016-12-24","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","PLWPN1352Q",1,5,5,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,5880,1.176,196,39.2,676.140598341529,135.228119668306,12.8115361442447,2.56230722884894,169.641821137951,33.9283642275902,518.476636161395,103.695327232279,26.4101105944197,5.28202211888394
"2165","BWCBM2485N","2016-12-24","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","XFQPY7397J",1,5,5,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,4295,0.859,171.8,34.36,513.516731824911,102.703346364982,4.68616918078106,0.937233836156211,1155.82699012071,231.165398024142,610.120118638545,122.024023727709,6.46668833849784,1.29333766769957
"2166","TBIPH0286C","2016-12-24","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","BHZYR9303Y",1,1,1,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,1329,1.329,78.4,78.4,63.4840091495616,63.4840091495616,1.29742067189192,1.29742067189192,782.284553122293,782.284553122293,273.435622982264,273.435622982264,1.6277291141788,1.6277291141788
"2167","EZTPO5005X","2016-12-25","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","BHZYR9303Y",1,1,1,"Vanga",NA,"1","Gated","4",0,0,0,0,0,0,3987,3.987,187.4,187.4,646.47320474083,646.47320474083,12.2493973134258,12.2493973134258,162.198353475775,162.198353475775,495.727151105333,495.727151105333,25.2512996193584,25.2512996193584
"2168","GWXEO6500F","2016-12-25","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","SPSZY6475T",1,7,7,"Vanga",NA,"1","Traditional","0",2499,0.6,0,0,0,0,4165,0.595,166.6,23.8,420.659141586689,60.0941630838127,6.39762469980148,0.913946385685926,602.342491778891,86.0489273969845,351.190220313202,50.1700314733146,10.8634379804823,1.55191971149747
"2169","INTBE3759O","2016-12-25","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","PGYTY2625F",1,5,5,"Vanga",NA,"1","Traditional","0",4900,0.833333333333333,0,0,0,0,5880,1.176,196,39.2,457.368073027306,91.4736146054612,8.42612370496032,1.68522474099206,456.981483595948,91.3962967191896,296.455044993533,59.2910089987066,15.0094998933058,3.00189997866116
"2170","GVFUR4374T","2016-12-25","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","STYYO6581J",1,7,7,"Vanga",NA,"1","Traditional","0",5994,1,0,0,0,0,5994,0.856285714285714,199.8,28.5428571428571,436.96648115069,62.4237830215272,9.29108806544483,1.32729829506355,269.553060295898,38.5075800422711,211.170755750208,30.1672508214583,17.0390730628664,2.43415329469521
"2171","EHCIC9273V","2016-12-25","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","WAUKL7829V",1,1,1,"Vanga",NA,"1","Gated","4",0,0,0,0,0,0,3748,3.748,187.4,187.4,560.145724935904,560.145724935904,5.11168861745268,5.11168861745268,1260.77984836217,1260.77984836217,665.52101416102,665.52101416102,7.05388471847785,7.05388471847785
"2172","CFQEL6435R","2016-12-25","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","CGEWK0906V",1,7,7,"Vanga",NA,"1","Gated","4",0,0,0,0,0,0,4640,0.662857142857143,168.96,24.1371428571429,450.076147169483,64.2965924527833,4.0849788032284,0.5835684004612,1660.67470721189,237.239243887413,626.095515726744,89.4422165323921,6.12315562737216,0.874736518196023
"2173","DCJBZ3928M","2016-12-26","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","WIHRD7660O",1,1,1,"Vanga",NA,"1","Gated","4",0,0,0,0,0,0,3388,3.388,159.88,159.88,446.448676104307,446.448676104307,4.06139811982896,4.06139811982896,1375.39468346692,1375.39468346692,582.698166432771,582.698166432771,5.88262878073683,5.88262878073683
"2174","QMHYQ3457T","2016-12-27","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","NHCPC3861M",1,5,5,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,5376,1.0752,179.2,35.84,571.382744617803,114.276548923561,7.84365418919441,1.56873083783888,750.703440892832,150.140688178566,566.090512083957,113.218102416791,14.2805524965825,2.8561104993165
"2175","KUWCC2524R","2016-12-27","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","SPSZY6475T",1,7,7,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,3585,0.512142857142857,143.4,20.4857142857143,196.197914226575,28.0282734609393,4.73483266789965,0.676404666842807,202.867242488352,28.9810346411932,331.868085868634,47.4097265526621,14.695403322174,2.09934333173914
"2176","MWHDT0779U","2016-12-27","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","HPTNC4987Z",1,6,6,"Vanga",NA,"1","Traditional","0",669,0.25,0,0,0,0,2676,0.446,133.8,22.3,335.297629494233,55.8829382490388,4.26526829008511,0.710878048347519,623.408775681449,103.901462613575,381.415689365624,63.5692815609373,7.98905934880041,1.33150989146674
"2177","EVQGS8343N","2016-12-27","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","LZZQI5769G",1,6,6,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,3195,0.5325,127.8,21.3,247.468365502353,41.2447275837256,3.96252832573163,0.660421387621939,418.82275320589,69.8037922009816,351.185440897641,58.5309068162734,10.1920151939099,1.69866919898498
"2178","JVZAX4677B","2016-12-27","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","YUIRY0510O",1,1,1,"Vanga",NA,"1","Gated","4",0,0,0,0,0,0,6070,6.07,242.8,242.8,332.195631619333,332.195631619333,8.0168575436962,8.0168575436962,343.487911270376,343.487911270376,561.90774929501,561.90774929501,24.8817568104871,24.8817568104871
"2179","JYVIQ1936Z","2016-12-28","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","AVQIA4854S",1,1,1,"Vanga",NA,"1","Gated","4",0,0,0,0,0,0,5630,5.63,225.2,225.2,308.115552885807,308.115552885807,7.43573442685496,7.43573442685496,318.589281787845,318.589281787845,521.176380318106,521.176380318106,23.0781368769427,23.0781368769427
"2180","XIOME4869T","2016-12-28","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","SMHRG7733V",1,7,7,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,6006,0.858,200.2,28.6,598.405411591078,85.486487370154,5.46083277061914,0.780118967231305,1346.89501409875,192.413573442679,710.978159205103,101.568308457872,7.53568687641017,1.07652669663002
"2181","MRMEW5227Z","2016-12-28","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","NHCPC3861M",1,7,7,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,4525,0.646428571428571,181,25.8571428571429,365.963894956474,52.2805564223535,5.55719551096234,0.79388507299462,643.912599143351,91.9875141633358,509.190271778714,72.7414673969591,13.81544570598,1.97363510085429
"2182","ZOHZN3777Q","2016-12-28","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","PGYTY2625F",1,6,6,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,4155,0.6925,166.2,27.7,496.778118913273,82.7963531522121,4.53341861377073,0.755569768961788,1118.15160511095,186.358600851826,590.232617681759,98.3721029469598,6.25589989440245,1.04264998240041
"2183","TUQIL9255Q","2016-12-28","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","CGEWK0906V",1,7,7,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,5904,0.843428571428571,196.8,28.1142857142857,618.830433972428,88.4043477103469,7.89714075414782,1.12816296487826,934.768745449405,133.538392207058,638.741852081063,91.2488360115804,13.8554581751062,1.97935116787232
"2184","HYJBF3680C","2016-12-29","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","RDMEA7837H",1,5,5,"Vanga",NA,"1","Traditional","0",845,0.2,0,0,0,0,4225,0.845,169,33.8,521.16017847646,104.232035695292,8.89334968012899,1.7786699360258,393.976955405072,78.7953910810144,427.794335644133,85.5588671288266,17.2345765281721,3.44691530563442
"2185","KPKSK8401Z","2016-12-29","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","KMKAZ3824O",1,5,5,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,4200,0.84,168,33.6,502.158387349156,100.431677469831,4.58251701030976,0.916503402061953,1130.26155029266,226.052310058532,596.625028703583,119.325005740717,6.32365332286168,1.26473066457234
"2186","DYYLV7984Y","2016-12-29","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","HPTNC4987Z",1,7,7,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,7056,1.008,201.6,28.8,695.458901151287,99.351271593041,13.1775800340802,1.88251143344004,174.488730313321,24.9269614733316,533.290254337434,76.1843220482049,27.1646851828317,3.8806693118331
"2187","GMWXU8609Q","2016-12-29","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","LZZQI5769G",1,7,7,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,5598,0.799714285714286,186.6,26.6571428571429,643.713447196578,91.9590638852255,12.1971053291636,1.74244361845194,161.505937879294,23.0722768398991,493.610919937328,70.5158457053325,25.1435032495853,3.59192903565504
"2188","ZEEUR4997Z","2016-12-29","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","AVQIA4854S",1,1,1,"Vanga",NA,"1","Gated","4",0,0,0,0,0,0,6005,6.005,240.2,240.2,328.638347260972,328.638347260972,7.93100981052647,7.93100981052647,339.809704642275,339.809704642275,555.890615241604,555.890615241604,24.615312956668,24.615312956668
"2189","QPELP8892W","2016-12-29","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","RKQRG6286Y",1,1,1,"Vanga",NA,"1","Gated","4",0,0,0,0,0,0,5915,5.915,236.6,236.6,408.969677517293,408.969677517293,7.51014229412229,7.51014229412229,614.183362879783,614.183362879783,612.628403810427,612.628403810427,20.835932320717,20.835932320717
"2190","RDNHQ2338B","2016-12-29","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","TCCEB3939Z",1,1,1,"Vanga",NA,"1","Gated","4",0,0,0,0,0,0,6245,6.245,249.8,249.8,499.319723647736,499.319723647736,7.68991498299264,7.68991498299264,869.819474984585,869.819474984585,698.349678466881,698.349678466881,19.2968897878707,19.2968897878707
"2191","TTVQY1277Y","2016-12-29","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","HVGAM9809U",1,1,1,"Vanga",NA,"1","Gated","4",0,0,0,0,0,0,3892,3.892,194.6,194.6,511.646004018702,511.646004018702,5.55611379164597,5.55611379164597,1079.69576254879,1079.69576254879,637.649790304211,637.649790304211,10.1258832589021,10.1258832589021
"2192","XYFCP0508L","2016-12-30","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","WAUKL7829V",1,1,1,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,2680,2.68,134,134,462.259388662066,462.259388662066,8.75890736392239,8.75890736392239,115.97961241064,115.97961241064,354.468720640953,354.468720640953,18.0558919370012,18.0558919370012
"2193","RIXJR3514G","2016-12-30","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","WIHRD7660O",1,5,5,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,5364,1.0728,178.8,35.76,592.298757107995,118.459751421599,9.66097191576713,1.93219438315343,466.625406240261,93.3250812480522,521.179552466362,104.235910493272,18.9265202732894,3.78530405465789
"2194","KXOXI1243C","2016-12-30","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","KDMIX6388H",1,6,6,"Vanga",NA,"1","Traditional","0",925,0.2,0,0,0,0,4625,0.770833333333333,185,30.8333333333333,523.457749401008,87.2429582335013,5.75370612389777,0.958951020649628,1046.69956379883,174.449927299805,565.202820834927,94.2004701391546,8.71669338114889,1.45278223019148
"2195","HFZSX3347X","2016-12-30","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","CGEWK0906V",1,6,6,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,6504,1.084,216.8,36.1333333333333,693.905070195702,115.650845032617,9.70720319307717,1.6178671988462,874.697728037533,145.782954672922,679.687764726589,113.281294121098,17.8321490453239,2.97202484088732
"2196","XKQCF2137W","2016-12-31","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","HVGAM9809U",1,1,1,"Vanga",NA,"1","Gated","4",0,0,0,0,0,0,3360,3.36,158.92,158.92,483.727598277602,483.727598277602,7.24846062236488,7.24846062236488,862.654341899798,862.654341899798,502.491520543767,502.491520543767,14.0095429024647,14.0095429024647
"2197","ANPRR4677Y","2016-12-31","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","YUIRY0510O",1,1,1,"Vanga",NA,"1","Gated","4",0,0,0,0,0,0,3236,3.236,152.88,152.88,462.977578155685,462.977578155685,6.82212737942876,6.82212737942876,858.016318634973,858.016318634973,487.133195229477,487.133195229477,13.1047351447305,13.1047351447305
"2198","XTMFI4088M","2016-12-31","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","AVQIA4854S",1,1,1,"Vanga",NA,"1","Gated","4",0,0,0,0,0,0,4792,4.792,157.6,157.6,543.672236217475,543.672236217475,10.301520899658,10.301520899658,136.405872506842,136.405872506842,416.897540097121,416.897540097121,21.2358848453089,21.2358848453089
"2199","IDDAG4173X","2016-12-31","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","RKQRG6286Y",1,1,1,"Vanga",NA,"1","Gated","4",0,0,0,0,0,0,3376,3.376,150.44,150.44,407.557545907712,407.557545907712,5.0568172751423,5.0568172751423,1354.57402854645,1354.57402854645,526.595305109179,526.595305109179,9.305196162647,9.305196162647
"2200","IPWII0198Y","2016-12-31","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","TTNNX4159A",1,5,5,"Vanga",NA,"1","Traditional","0",1956,0.4,0,0,0,0,4890,0.978,195.6,39.12,540.429303342681,108.085860668536,8.28211614508199,1.6564232290164,675.60736739188,135.121473478376,467.279757814594,93.4559515629188,14.7691551043224,2.95383102086447
"2201","VKOLJ3854Y","2016-12-31","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","ILMVK2298D",1,6,6,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,4440,0.74,144.6,24.1,432.214897682667,72.0358162804445,3.94423785530233,0.657372975883722,972.832262930469,162.138710488411,513.52368541987,85.5872809033116,5.44285875289166,0.907143125481944
"2202","QBZDV5578C","2016-12-07","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","KMKAZ3824O",1,5,16,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,4155,0.2596875,166.2,10.3875,544.963040938861,34.0601900586788,8.51743317939926,0.532339573712454,504.962574347256,31.5601608967035,495.459735741391,30.966233483837,16.4130482328876,1.02581551455547
"2203","VGDDD8353X","2016-12-07","Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","STYYO6581J",1,7,12,"Vanga",NA,"1","Traditional","0",0,0,0,0,0,0,4140,0.345,152.4,12.7,250.501056084437,20.8750880070364,4.313394030045,0.35944950250375,911.765665049912,75.9804720874927,438.686792183964,36.557232681997,12.0065695061345,1.00054745884454
"2204","OMMQF3447P","2016-11-21","Kenya","Munje",NA,NA,"Musa","QUAWC7492V",1,1,10,"Munje",NA,"1","Multiple","Multiple",0,0,0,0,0,0,39222,3.9222,784.44,78.444,2114.90651639818,211.490651639818,59.7149998043131,5.9714999804313,1497.20415341053,149.720415341053,1414.13276863035,141.413276863035,168.476935471444,16.8476935471444
"2205","FEOSO2015Q","2016-11-21","Kenya","Munje",NA,NA,"Musa","NWLAX1582U",1,3,16,"Munje",NA,"1","Traditional","0",67938,1,0,0,0,0,67938,4.246125,1045.2,65.325,2285.8727031967,142.867043949794,48.6038300600748,3.03773937875467,1410.09438749386,88.130899218366,1104.68305260319,69.0426907876994,89.1353311576977,5.57095819735611
"2206","XYAHP2737D","2016-11-21","Kenya","Munje",NA,NA,"Musa","ZSQHS9686H",1,2,16,"Munje",NA,"1","Traditional","0",0,0,0,0,0,0,35700,2.23125,809.16,50.5725,1429.90631396616,89.3691446228849,24.1288442355827,1.50805276472392,5964.91635444631,372.807272152894,2291.07265168027,143.192040730017,66.1612355841781,4.13507722401113
