"Species","Family","FishGroups","EnglishName","KiswahiliName","Bycatch","Price_KSHPerkg","FunGr_Diet","Lmat_cm","Lopt_cm","Linf_cm","SizeCategory","Diet","Mobility","Active","Schooling","Position","Calcium_mgPer100g","Calicum_L95","Calcium_U95","Iron_mgPer100g","Iron_L95","Iron_U95","VitaminA_ugPer100g","VitaminA_L95","VitaminA_U95","Selenium_ugPer100g","Selenium_L95","Selenium_U95","Zinc_ugPer100g","Zinc_L95","Zinc_U95"
"Scarus guacamaia","Scaridae","Parrotfishes","Rainbow parrotfish","Pono","No",120,NA,23.5454520889266,33.7682157344517,40.9574248805831,"S6","Herbivorous detritivorous","Mob","Day","SmallG","Low",13.6231368376779,7.86503126031793,24.8336763713147,0.93278700538557,0.546190255702395,1.68411274656602,8.28264401372113,2.03039286757388,34.2166153243546,12.3882692956671,6.76299496551804,24.1193089196241,1.34468167532415,0.889602834401656,1.9946785274378
"Plectorhinchus schotaf","Haemulidae","Sweetlips","Minstrel sweetlips","Fute","No",160,NA,31.6921391147686,35.6654952096118,58.913525511549,"S6","Mobile Inverts","Mob","Day","Sol","Bottom",35.2400194725181,17.1434498154483,71.2552539824681,0.591913546840537,0.314104861228673,1.13119233562145,77.5350237961999,24.071995017646,251.339237204878,40.1708736280757,19.059694623855,84.9332737880741,1.22066154917048,0.710269139820628,1.9446880819768
"Lutjanus campechanus","Lutjanidae","Snappers","Red snapper","Unga","No",200,NA,41.3311965249142,61.1789631426493,91.560654851478,"S6","Carnivorous","Mob","Day","SmallG","Low",12.4141925956972,7.18452999953661,21.494982580574,0.377195580994829,0.225438398522404,0.632211095819788,78.6059840222374,13.6443601349284,287.515138718031,40.6899795642447,23.1648523942703,72.2014698192512,0.329195708468329,0.22337892610108,0.573295562447823
"Lethrinus genivittatus","Lethrinidae","Emperors","Emperor","Changu mstari","No",200,NA,14.6416000502476,16.1622872396156,23.4111262037382,"S3","Mobile Inverts","VMob","Both","MedG","Bottom",105.730658172947,54.3592745840961,186.273940943095,1.5360498435963,0.862498377488417,2.9074811641699,24.8445026723197,5.31455630141405,154.37011732491,43.0649884648835,15.5213412665664,92.3456367373101,3.36153716771249,2.19132021335231,4.99267522089777
"Plectorhinchus lineatus","Haemulidae","Sweetlips","Diagonsal-banded sweetlips","Fute","No",160,NA,30.1068357854868,33.9975111498275,56.4650351034776,"S5","Mobile Inverts","Mob","Day","SmallG","Bottom",37.4338950337849,22.4699779403992,67.8186531918073,0.538628089353715,0.322582184592269,0.902362184743353,47.2637712775463,20.1115147798224,106.020714396822,46.7461358713766,26.9208951474599,78.436551273055,0.921554129668917,0.564531123351245,1.31870137327431
"Plectorhinchus chubbi","Haemulidae","Sweetlips","Minstrel sweetlips","Fute","No",160,NA,31.6921391147686,35.6654952096118,58.913525511549,"S5","Mobile Inverts","Mob","Day","Sol","Bottom",27.6964109344291,15.2294329194665,50.9129600651949,0.426139958539749,0.24107569299201,0.837117399865206,50.0343056489459,16.1330569378994,148.295632075698,36.2594017829429,19.5227493567705,67.864275397504,0.83708159614188,0.480447242113772,1.28537907510719
"Mulloidichthys dentatus","Mullidae","Goatfishes","Mexican goatfish","Mkundaji","No",160,NA,16.1036575571361,18.2812605588709,31.8907436018085,"S4","Mobile Inverts","Mob","Day","LargeG","Bottom",41.6967534980251,17.0140956064184,89.8694495119425,0.851442080635592,0.435138820986832,1.55077460808779,51.3713703273313,15.6116653053577,205.344096564899,17.7898364273454,8.68091687863322,33.878386377825,0.876118286815369,0.469755947266499,1.3960244130881
"Acanthurus xanthopterus","Acanthuridae","Surgeonfishes","Yellowfin surgeonfish","Kangaja","No",120,NA,21.5236162621141,22.6147928317854,31.9180360566172,"S5","Herbivorous detritivorous","Mob","Day","MedG","Bottom",45.125820261321,15.4545251726922,110.205309738595,0.698982800609356,0.261917651941041,1.87902670054518,31.3013487201185,12.7484298100445,76.0625380988533,26.6350714357188,9.0614483263577,89.2636395259453,1.98681582925077,0.683397324736179,3.96471310776326
"Monodactylus argenteus","Monodactylidae","Monos","Mono","Chembeu/ numbi","No",NA,NA,21.499017272869,25.2186139722751,38.7062151949129,"S3","Planktivorous","Sed","Day","MedG","Bottom",180.342945868395,94.491898254888,352.619250184496,1.55541705122746,0.858938910191962,2.95890923822243,19.9456859986982,6.12119221847238,60.072573740702,34.1555811274192,15.904098472687,85.2095851269409,1.75392308516641,1.13722461725509,2.67811790699008
"Aphareus furca","Lutjanidae","Snappers","Small toothed jobfish","Tembo","No",200,NA,42.6995388120478,59.1208462559322,87.6227194413468,"S5","Carnivorous","VMob","Both","SmallG","Low",32.8914588215426,17.5050113556053,61.5835576390787,0.585352073247227,0.36317484163986,0.938172930571653,81.0368653695114,31.4557272226271,233.002492311229,45.8455272423962,26.3184954596655,75.5257704446179,0.836664910466229,0.539988419464113,1.2001153892833
"Anampses lineatus","Labridae","Wrasses","Lined wrasse","Pono","No",160,NA,15.0189624185831,17.4477716233074,28.2070269166555,"S2","Mobile Inverts","Mob","Day","Sol","Bottom",103.592957581885,61.1513084559226,214.416176910769,0.788557224372366,0.457568101325125,1.34392483290638,128.605410336841,42.4649077105789,413.120875181557,28.7001377292933,15.8139600427467,50.7221803243631,1.81832116897751,1.23673994978212,3.22486762968251
"Zebrasoma velifer","Acanthuridae","Surgeonfishes","Sailfin tang","Kitata","No",120,NA,16.9780445667232,18.4967246278119,25.7038089268217,NA,NA,NA,NA,NA,NA,30.2544630483048,12.0372996546136,84.9099876478072,0.655058270175087,0.284583940113619,1.72024676231698,30.2036059225645,7.65033164661376,118.276068345078,11.9365416793672,4.51254185729872,35.113619415247,1.69565811099199,0.698230778825203,3.07948586829085
"Umbrina canariensis","Sciaenidae","Croakers","Canary drum","Beha","No",NA,NA,31.1364106683391,36.722925385225,57.6702176201385,NA,NA,NA,NA,NA,NA,64.0223075005808,31.8893232183018,120.548905670253,1.03697732869346,0.626329080784736,1.76258667265033,6.76542426912982,2.43500503683373,21.7458112069807,42.2872185879647,22.6475024064984,76.7149959816201,0.708878198649913,0.491695422703937,1.09889108608497
"Cheilinus oxycephalus","Labridae","Wrasses","Snooty wrasse","Kanga macho","No",160,NA,22.4325487010068,27.4159971222073,44.734774901083,"S3","Mobile Inverts","Mob","Day","Sol","Bottom",84.3045245017618,40.730214696914,166.383272239774,0.920892789300181,0.336776319198682,1.9113111372671,322.245393160983,59.9328609980244,1388.67878753254,31.2269533914245,12.9882112683213,66.0701566147036,3.40875004743896,1.81604341548542,5.77763816622617
"Pseudalutarius nasicornis","Monacanthidae","Filefishes","Rhinoceros leatherjacket","Kunju miba","No",80,NA,10.0772217452913,10.1700721553038,17.6556603074339,"S3","Mobile Inverts","VMob","Day","Pair","Bottom",52.7331126487973,17.0891809329185,163.693184444099,1.1674405019211,0.620714550756825,2.2181392487796,46.6146877795423,15.0977711953738,146.185691316284,16.7312043994184,7.53189641205557,37.5497286736501,1.22823529557195,0.686724350108268,2.11979732152179
"Echidna polyzona","Muraenidae","Moray eels","Barred moray","Mkunga","No",NA,NA,67.2192311713158,85.8739026081476,148.48255534498,"S5","Mobile Inverts","Sed","Night","Sol","Bottom",39.7403128353979,23.3462498889847,66.7272363584706,0.454921898227688,0.274779359475084,0.74091770881914,54.253170833834,15.5247704977651,172.107932389642,47.5200327364775,27.2564620351455,86.5310528889336,1.06620913865801,0.747081083339678,1.48470444574277
"Siganus canaliculatus","Siganidae","Rabbitfishes","White spotted spinefoot","Tafi","No",200,NA,18.2465860085787,17.2747994744475,22.7829675918726,"S4","Herbivorous detritivorous","VMob","Day","LargeG","Bottom",82.2841682260434,31.7682737448035,207.277092076715,1.36176341437171,0.543560681113521,3.22984936298556,12.5340073222137,2.54225697166671,56.1415600951249,26.5356572835164,6.92028265886076,80.4335558032257,1.65337384664197,0.7288924627178,3.74074103027378
"Callistoctopus macropus","Octopodidae","Octopus","Whitespotted octopus","Pweza","No",NA,NA,18.2465860085787,17.2747994744475,22.7829675918726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acanthopagrus berda","Sparidae","Porgies","Goldsilk seabream","Chena","No",NA,NA,19.1058239106826,25.2621120706327,37.8783857626381,"S6","Mobile Inverts","VMob","Both","MedG","Bottom",102.319191478622,52.9061469904988,201.509762733818,0.857043584787503,0.494662275822219,1.81184548405669,9.82607301414675,2.79839561822687,32.7411440904477,66.3462169398577,28.8431247579104,154.290153892017,0.951819233122185,0.575451608719276,1.56739279398231
"Siganus","Siganidae","Rabbitfishes","White spotted rabbitfish","Tafi","No",200,NA,19.1058239106826,25.2621120706327,37.8783857626381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Histiopterus typus","Pentacerotidae","seabream","Twobar seabream","Kibembere","No",NA,NA,26.1230291169195,31.2048073365612,47.9213755584127,"S4","Mobile Inverts","VMob","Day","Pair","Low",10.2435210383919,4.67032576315477,20.2964767410746,0.261447720315139,0.130329525952891,0.502089695244223,21.4780143189281,3.92950502558979,115.088862059527,10.6044793408342,4.18250686304145,26.0364001399127,0.443369432688276,0.267446722092165,0.739336436461301
"Scarus tricolor","Scaridae","Parrotfishes","Parrotfish","Pono","No",120,NA,21.2019595515219,29.6403145749041,35.7955865289913,"S4","Omnivorous","Mob","Day","Sol","Bottom",52.5088769321849,34.3629267062062,83.0203404593622,0.912102712681641,0.621438365335583,1.32278315958304,30.0911112280809,9.42054576427163,95.3458699962008,17.5060841036041,11.2826296795333,27.2869838501078,2.58903818744141,1.88670216151174,3.47472194073898
"Pempheris adusta","Pempheridae","Sweepers","Dusky sweeper","Tafi","Yes",NA,NA,13.9832846531907,15.2117806450016,22.8248503084193,"S3","Planktivorous","Sed","Night","MedG","Low",54.4958972651803,29.6595226550985,102.685132736437,1.06784415379393,0.602875197571086,1.82588196318839,39.2658253094343,10.1808932306448,144.580278245599,12.6046952421766,6.29154203623387,26.6460742219097,1.09444781813344,0.677858458517238,1.74956141965045
"Myripristis botche","Holocentridae","Squirrelfishes","Bigscale soldierfish","Kijame","Yes",NA,NA,19.5800548478535,18.3728438832921,33.2227256830864,"S3","Planktivorous","Mob","Night","SmallG","Low",73.1439968091013,32.0909082775571,178.45616512958,0.639561557019019,0.299366163459071,1.18162699896632,74.6427717046167,28.7160886240118,191.463774105658,38.9256007988586,21.0392933057238,68.7126061852104,1.21571073758956,0.746968097536658,1.95534436593586
"Lethrinus xanthochilus","Lethrinidae","Emperors","Yellow emperor","Changu","No",200,NA,32.072680626368,39.0313182006426,57.7695232833807,"S5","Mobile Inverts","VMob","Both","Sol","Bottom",31.820804173668,22.1369880375586,44.2296402226592,0.715958747173622,0.512052124186045,1.00576700500956,22.5680420121034,5.69265613787848,126.780210286814,50.6870536898808,34.4279452864174,75.8637715793684,1.88867411516391,1.37184447477831,2.48422898376504
"Lethrinus enigmaticus","Lethrinidae","Emperors","Blackeye emperor","Changu","No",200,NA,30.7332836704108,39.1453205329416,56.3174170124158,"S5","Mobile Inverts","VMob","Night","SmallG","Bottom",34.5289899488774,24.0956293171987,48.3274636434313,0.714490730297129,0.498438350921364,1.0153693728768,30.3309989489216,7.42743478126529,176.35736733688,45.7876030537236,31.1271716659103,68.5371407577405,2.02079787877608,1.4650391526051,2.63650375687715
