"","TripID","Date","Country","Site","Latitude","Longitude","Observer","Fisher","TotalCrew","TrapsOwned","TrapsFished","TrapLocation","Depth_m","SoakTime_Days","TrapType","GapSize_cm","B.undulatus","BrowserMass_g","BrowserMassRatio","ScraperMass_g","ScraperMassRatio","GrazerMass_g","GrazerMassRatio","PredatorMass_g","PredatorMassRatio","TotalCatch_g","LowNoCatch","CPUE_kgPerTrap","CPUE_DistFromMean","TotalValue_KSH","ValuePUE","MeanLLmat","MeanTrophLevel","MeanVulnerability","MTC_degC","FECount","FRic","FEve","FDiv","TotalCa_mg","CaPUE","CaConc_mgPer100g","CaPrice_KSHPermg","TotalFe_mg","FePUE","FeConc_mgPer100g","FePrice_KSHPermg","TotalOmega3_g","Omega3PUE","Omega3Conc_gPer100g","Omega3Price_KSHPerg","TotalProtein_g","ProteinPUE","ProteinConc_gPer100g","ProteinPrice_KSHPerg","TotalVA_ug","VAPUE","VAConc_ugPer100g","VAPrice_KSHPerug","TotalSe_ug","SePUE","SeConc_ugPer100g","SePrice_KSHPerug","TotalZn_ug","ZnPUE","ZnConc_ugPer100g","ZnPrice_KSHPerug"
"2306","DMAOY3041S",2016-12-12,"Kenya","Mwaembe",NA,NA,"Mchinga","WYCBA8241A",2,5,5,"Mwaembe",NA,"1","Gated","3","No",63450,1,0,0,0,0,0,0,63450,"Catch",12.69,0.5293,0,0,1.10189440091962,NA,NA,NA,NA,NA,NA,NA,1850.21843370112,370.043686740224,2.91602590023817,0,39.3406431599916,7.86812863199833,0.0620025896926582,0,11.6474215749041,2.32948431498082,0.0183568503938599,0,769.804158305946,153.960831661189,1.21324532435925,0,1141.3507958475,228.270159169499,1.79881922119385,0,894.146443266646,178.829288653329,1.40921425258731,0,72.1474264824075,14.4294852964815,0.113707527947057,0
"2307","XLHRQ2572B",2016-10-18,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","HVGAM9809U",1,1,1,"Vanga",NA,"1","Gated","4","No",1440,0.4,0,0,0,0,0,0,3600,"Catch",3.6,0.2287,0,0,0.840401088328514,NA,NA,NA,NA,NA,NA,NA,386.470855878032,386.470855878032,10.7353015521675,0,4.98140475374701,4.98140475374701,0.13837235427075,0,2.11050357455509,2.11050357455509,0.058625099293197,0,128.47947320314,128.47947320314,3.56887425564278,0,674.046531217885,674.046531217885,18.7235147560523,0,374.698185307288,374.698185307288,10.4082829252024,0,8.03093818671487,8.03093818671487,0.223081616297635,0
"2308","YUREB4934R",2016-10-18,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","PZABK5474T",1,1,1,"Vanga",NA,"1","Gated","4","No",3425,1,0,0,0,0,0,0,3425,"Catch",3.425,0.2662,0,0,0.773009350586388,NA,NA,NA,NA,NA,NA,NA,299.621661249472,299.621661249472,8.74807770071452,0,6.37076609092063,6.37076609092063,0.186007769077975,0,1.8861663779691,1.8861663779691,0.0550705511815796,0,124.660957077913,124.660957077913,3.63973597307776,0,184.828674977668,184.828674977668,5.39645766358154,0,144.796764453346,144.796764453346,4.22764275776192,0,11.6834484965601,11.6834484965601,0.34112258384117,0
"2309","UGYMN7919G",2016-10-18,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","AVQIA4854S",1,1,1,"Vanga",NA,"1","Gated","4","No",0,0,0,0,0,0,0,0,11136,"Catch",11.136,1.386,0,0,0.800407731134114,NA,NA,NA,NA,NA,NA,NA,466.403143581207,466.403143581207,4.18824661980251,0,7.32264615344885,7.32264615344885,0.0657565207745047,0,2.47938914952229,2.47938914952229,0.0222646295754516,0,259.395596426255,259.395596426255,2.32934264032198,0,2182.34170500674,2182.34170500674,19.5971776670864,0,740.562994159073,740.562994159073,6.65017056536524,0,19.4201384851007,19.4201384851007,0.174390611396379,0
"2310","HSZAW9600B",2016-10-18,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","YUIRY0510O",1,1,1,"Vanga",NA,"1","Gated","4","No",0,0,0,0,0,0,0,0,7392,"Catch",7.392,0.5838,0,0,0.896648812678205,NA,NA,NA,NA,NA,NA,NA,515.689395315789,515.689395315789,6.97631757732398,0,6.9375253168826,6.9375253168826,0.093851803529256,0,1.50024127622071,1.50024127622071,0.0202954718103451,0,206.992908391103,206.992908391103,2.80022873905713,0,524.217812952422,524.217812952422,7.09169119253818,0,432.888368847858,432.888368847858,5.85617382099375,0,16.4119159206667,16.4119159206667,0.222022672086941,0
"2311","TUNNQ1145N",2016-10-18,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","RKQRG6286Y",1,1,1,"Vanga",NA,"1","Gated","4","No",0,0,0,0,0,0,0,0,8085,"Catch",8.085,0.7323,0,0,0.857145417019725,NA,NA,NA,NA,NA,NA,NA,547.808322338337,547.808322338337,6.77561313962075,0,7.20109508384626,7.20109508384626,0.089067347975835,0,2.16163529058474,2.16163529058474,0.0267363672304853,0,220.574729091406,220.574729091406,2.72819702030187,0,820.032048997944,820.032048997944,10.142635114384,0,593.669698181476,593.669698181476,7.34285340978944,0,16.3768449608474,16.3768449608474,0.202558379231261,0
"2312","HDEPM0317Y",2016-10-18,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","QSGBV0829B",1,1,1,"Vanga",NA,"1","Gated","4","No",0,0,0,0,0,0,0,0,5550,"Catch",5.55,0.1891,0,0,1.14688586176508,NA,NA,NA,NA,NA,NA,NA,460.346179468545,460.346179468545,8.29452575619,0,7.75647702613023,7.75647702613023,0.139756342813157,0,0.910307787336196,0.910307787336196,0.0164019421141657,0,173.42234117744,173.42234117744,3.12472686806199,0,585.838042109245,585.838042109245,10.5556403983648,0,303.806530528972,303.806530528972,5.47399154106256,0,17.7957452926939,17.7957452926939,0.320644059327818,0
"2313","EODWD1012Q",2016-10-27,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","KMKAZ3824O",1,1,1,"Vanga",NA,"1","Gated","4","No",0,0,0,0,0,0,0,0,2821,"Catch",2.821,0.3956,0,0,0.511437419054765,NA,NA,NA,NA,NA,NA,NA,120.068266089076,120.068266089076,4.25623063059467,0,2.14236156161953,2.14236156161953,0.0759433378808768,0,0.490265160991105,0.490265160991105,0.0173791265860016,0,80.8972636602342,80.8972636602342,2.86768038497817,0,157.910064338346,157.910064338346,5.5976626848049,0,188.99688479659,188.99688479659,6.69964143199538,0,5.32655535035778,5.32655535035778,0.188817984769861,0
"2314","LPTGF7856E",2016-11-03,"Kenya","Tiwi",NA,NA,"Mwafitina","FEISN1266D",2,2,2,"Tiwi",NA,NA,"Gated","3","No",43256,0.8,0,0,0,0,0,0,54070,"Catch",27.035,1.0118,0,0,1.29906144983667,NA,NA,NA,NA,NA,NA,NA,2319.96368872013,1159.98184436007,4.29066707734443,0,47.2268513477568,23.6134256738784,0.0873439085403308,0,14.1325254590325,7.06626272951625,0.0261374615480535,0,984.512022309651,492.256011154825,1.82081010229268,0,2479.59696537538,1239.79848268769,4.58590154498868,0,1350.16599045094,675.08299522547,2.49707044655251,0,86.4908895277308,43.2454447638654,0.159960957143945,0
"2315","GLYEP0993P",2016-11-04,"Kenya","Tiwi",NA,NA,"Mwafitina","DCXTR6670W",2,11,11,"Tiwi",NA,NA,"Traditional","0","No",0,0,0,0,0,0,0,0,16680,"Catch",1.5164,0.7563,0,0,1.22392139018547,NA,NA,NA,NA,NA,NA,NA,577.379218153987,52.4890198321806,3.46150610404069,0,5.17972371137441,0.47088397376131,0.0310534994686715,0,2.04091807330127,0.185538006663752,0.0122357198639165,0,305.273985248035,27.7521804770941,1.83017976767407,0,3896.35730778956,354.214300708142,23.359456281712,0,1052.27686722109,95.6615333837353,6.30861431187703,0,9.09676824761515,0.826978931601378,0.0545369799017695,0
"2316","HNVKR7179V",2016-11-05,"Kenya","Tiwi",NA,NA,"Mwafitina","BVTIT3575S",2,2,2,"Tiwi",NA,NA,"Gated","3","No",39560,1,0,0,0,0,0,0,39560,"Catch",19.78,0.4719,0,0,1.1459183840351,NA,NA,NA,NA,NA,NA,NA,1730.36976920133,865.184884600666,4.37403885035726,0,36.7923367236234,18.3961683618117,0.0930038845389873,0,10.8929550237164,5.44647751185822,0.0275352755907898,0,719.939775474781,359.96988773739,1.81986798653888,0,1067.41932585643,533.709662928214,2.69822883179077,0,836.227737485308,418.113868742654,2.11382137888096,0,67.4740470837834,33.7370235418917,0.170561291920585,0
"2317","KYTAU4375Z",2016-11-04,"Kenya","Tiwi",NA,NA,"Mwafitina","BVTIT3575S",2,2,2,"Tiwi",NA,NA,"Gated","3","No",0,0,0,0,0,0,0,0,24732,"Catch",12.366,0.0798,0,0,0.785608817876943,NA,NA,NA,NA,NA,NA,NA,751.955185906036,375.977592953018,3.04041398150589,0,18.1468900577242,9.07344502886209,0.073374130914298,0,3.3228017851475,1.66140089257375,0.0134352328365983,0,551.366696784801,275.683348392401,2.22936558622352,0,777.516293386321,388.75814669316,3.14376634880447,0,1271.92956759694,635.964783798471,5.1428496182959,0,56.3221315611355,28.1610657805678,0.227729789588935,0
"2318","OJHPO3300T",2016-11-05,"Kenya","Tiwi",NA,NA,"Mwafitina","WUDTE1505E",2,8,8,"Tiwi",NA,NA,"Traditional","0","No",36212,1,0,0,0,0,0,0,36212,"Catch",4.5265,0.2725,0,0,1.02055597222232,NA,NA,NA,NA,NA,NA,NA,1439.93358953761,179.991698692201,3.97639895487024,0,30.6168787902346,3.82710984877933,0.0845489859445339,0,9.064612724488,1.133076590561,0.0250320687188998,0,599.100541168599,74.8875676460749,1.65442544230807,0,888.256931425521,111.03211642819,2.45293530162797,0,695.869997927612,86.9837497409515,1.92165579898269,0,56.1487773002566,7.01859716253207,0.155055719927805,0
"2319","KCYNI1655P",2016-11-05,"Kenya","Tiwi",NA,NA,"Mwafitina","PKDST0404N",2,4,4,"Tiwi",NA,NA,"Gated","3","No",0,0,0,0,0,0,0,0,12761,"Catch",3.1902,0.7626,0,0,0.79261681941017,NA,NA,NA,NA,NA,NA,NA,623.322134675871,155.830533668968,4.88458690287494,0,11.5975486137095,2.89938715342737,0.0908827569446711,0,2.90752663913669,0.726881659784171,0.0227844733103729,0,356.411672279966,89.1029180699915,2.79297603855471,0,923.840174253169,230.960043563292,7.23955939388111,0,938.793324329997,234.698331082499,7.35673790713891,0,32.384097997257,8.09602449931424,0.253773983208659,0
"2320","XOQGR4009M",2016-12-21,"Kenya","Tiwi",NA,NA,"Mwafitina","MUZMU0681G",2,2,2,"Tiwi",NA,NA,"Gated","3","No",20430,0.4431,0,0,0,0,0,0,46104,"Catch",23.052,0.7154,0,0,1.01941130348945,NA,NA,NA,NA,NA,NA,NA,1817.66290232135,908.831451160673,3.94252755145182,0,38.9818748991205,19.4909374495602,0.0845520451568638,0,9.00856033819442,4.50428016909721,0.0195396502216606,0,1095.05127046225,547.525635231127,2.37517627638004,0,2794.98488462537,1397.49244231268,6.0623479191076,0,2355.76999081121,1177.8849954056,5.10968677514144,0,101.843033224316,50.9215166121579,0.220898475673078,0
"2321","NOTHF4175G",2016-12-21,"Kenya","Tiwi",NA,NA,"Mwafitina","KQSWC9452X",2,4,4,"Tiwi",NA,NA,"Gated","3","No",0,0,0,0,0,0,0,0,15435,"Catch",3.8588,0.7128,0,0,1.21898300121101,NA,NA,NA,NA,NA,NA,NA,900.039268767167,225.009817191792,5.83115820386891,0,19.037049836866,4.75926245921651,0.123336895606518,0,3.7656065452057,0.941401636301425,0.0243965438626868,0,612.751496140496,153.187874035124,3.96988335691931,0,1828.41486379663,457.103715949156,11.84590128796,0,1554.08447838719,388.521119596798,10.0685745279377,0,54.706377835042,13.6765944587605,0.354430695400337,0
"2322","OCBXU3957N",2016-12-13,"Kenya","Tiwi",NA,NA,"Mwafitina","BVTIT3575S",2,4,4,"Tiwi",NA,NA,"Gated","3","No",24048,1,0,0,0,0,0,0,24048,"Catch",6.012,0.5526,0,0,1.1459183840351,NA,NA,NA,NA,NA,NA,NA,1314.83607841739,328.709019604348,5.46754856294658,0,27.9569676924196,6.9892419231049,0.116254855673734,0,8.27710384259141,2.06927596064785,0.0344190944884873,0,547.052316753587,136.763079188397,2.2748349831736,0,811.087586836305,202.771896709076,3.37278603973846,0,635.414706491617,158.853676622904,2.6422767236012,0,51.2707243513278,12.817681087832,0.213201614900731,0
"2323","CJVDC8802R",2016-12-14,"Kenya","Tiwi",NA,NA,"Mwafitina","KQSWC9452X",2,4,4,"Tiwi",NA,NA,"Gated","3","No",0,0,0,0,0,0,0,0,8670,"Catch",2.1675,0.8387,0,0,0.782085908379737,NA,NA,NA,NA,NA,NA,NA,395.405838294841,98.8514595737102,4.56062097225883,0,9.54230572540446,2.38557643135111,0.110061196371447,0,1.74725203039961,0.436813007599903,0.0201528492548975,0,289.928994488369,72.4822486220923,3.34404837933528,0,408.846813662021,102.211703415505,4.7156495232067,0,668.827592859382,167.206898214845,7.71427442744385,0,29.6162591360411,7.40406478401027,0.341594684383403,0
"2324","KFEWF9894B",2016-12-04,"Kenya","Tiwi",NA,NA,"Mwafitina","PKDST0404N",2,4,4,"Tiwi",NA,NA,"Gated","3","No",0,0,0,0,0,0,0,0,10524,"Catch",2.631,0.8042,0,0,0.782085908379737,NA,NA,NA,NA,NA,NA,NA,479.95975112052,119.98993778013,4.56062097225883,0,11.5828403061311,2.89571007653277,0.110061196371447,0,2.12088585558541,0.530221463896353,0.0201528492548975,0,351.927651441245,87.9819128603113,3.34404837933528,0,496.274955822273,124.068738955568,4.7156495232067,0,811.850240744191,202.962560186048,7.71427442744385,0,35.9494245845094,8.98735614612734,0.341594684383403,0
"2325","EJRSU6284S",2016-12-04,"Kenya","Tiwi",NA,NA,"Mwafitina","TYDHZ0628Z",2,4,4,"Tiwi",NA,NA,"Gated","3","No",0,0,0,0,0,0,0,0,2103,"Catch",0.5258,0.9609,0,0,1.31550564640542,NA,NA,NA,NA,NA,NA,NA,333.091563392302,83.2728908480754,15.8388760528912,0,5.2717989671083,1.31794974177708,0.250679931864399,0,1.32370824687175,0.330927061717938,0.0629438063182004,0,131.285756108319,32.8214390270798,6.24278440838418,0,931.708972473017,232.927243118254,44.3038027804573,0,398.892091318499,99.7230228296247,18.9677646846647,0,11.3573418147796,2.83933545369491,0.540054294568695,0
"2326","LXEYA9176W",2016-12-04,"Kenya","Tiwi",NA,NA,"Mwafitina","AZIZG2454G",2,5,5,"Tiwi",NA,NA,"Gated","3","No",2060,0.6667,0,0,0,0,0,0,3090,"Catch",0.618,0.954,0,0,1.06433106787719,NA,NA,NA,NA,NA,NA,NA,532.24593433643,106.449186867286,17.2247875189783,0,11.0087847232171,2.20175694464342,0.356271350265926,0,2.78558585072581,0.557117170145162,0.0901484094086023,0,191.94971062932,38.3899421258639,6.21196474528542,0,242.70369201852,48.5407384037041,7.85448841483885,0,345.768518196207,69.1537036392413,11.1899196827251,0,22.5955010554182,4.51910021108364,0.731245988848486,0
"2327","ODBMI7854H",2016-12-04,"Kenya","Tiwi",NA,NA,"Mwafitina","MUZMU0681G",2,12,12,"Tiwi",NA,NA,"Traditional","0","No",18215,0.4698,0,0,0,0,0,0,38771,"Catch",3.2309,0.4807,0,0,0.91291667761983,NA,NA,NA,NA,NA,NA,NA,1515.8960661959,126.324672182992,3.90987095044208,0,33.7745803517828,2.81454836264856,0.0871129977348605,0,8.5344529058568,0.7112044088214,0.0220124652597477,0,801.167129609617,66.7639274674681,2.06640821647524,0,1159.28592948627,96.6071607905227,2.99008519121579,0,1381.91194098565,115.159328415471,3.56429274711938,0,78.4080786103751,6.53400655086459,0.202233830982887,0
"2328","PMSNI4386I",2017-01-23,"Kenya","Bamburi",NA,NA,"Maureen","WJVOO8003D",1,12,12,"Kenyatta",NA,"1","Gated","4","No",85806,0.6087,0,0,0,0,0,0,140967,"Catch",11.7473,3.6986,0,0,1.10059242408051,NA,NA,NA,NA,NA,NA,NA,2614.03907311249,217.836589426041,1.85436242036256,0,56.4577099980305,4.70480916650254,0.0400503025516827,0,13.6268980871088,1.1355748405924,0.00966672915441827,0,1120.20072735097,93.3500606125808,0.794654583945867,0,2034.82270536978,169.568558780815,1.44347450493362,0,1609.87778367191,134.156481972659,1.14202457573185,0,121.354864504932,10.112905375411,0.086087427912158,0
"2329","SQUSI0690W",2017-01-23,"Kenya","Bamburi",NA,NA,"Maureen","DZHXV4280Z",2,14,14,"Kenyatta",NA,"1","Gated","4","No",7632,0.8571,0,0,0,0,0,0,8904,"Catch",0.636,0.7456,0,0,1.12372143392806,NA,NA,NA,NA,NA,NA,NA,572.431694586311,40.8879781847365,6.42892738753718,0,10.0182469837105,0.715589070265037,0.112514004758654,0,2.84015706393597,0.202868361709712,0.0318975411493258,0,230.564252796562,16.4688751997544,2.58944578612491,0,1010.6572024531,72.1898001752213,11.3505975118272,0,427.820110610806,30.5585793293433,4.80480807065146,0,18.9194172810387,1.35138694864562,0.212482224629815,0
"2330","HRLRZ1106Z",2017-01-23,"Kenya","Bamburi",NA,NA,"Maureen","ZUBAW1884U",2,23,23,"Kenyatta",NA,"1","Gated","4","No",21600,0.8,0,0,0,0,0,0,27000,"Catch",1.1739,0.5305,0,0,1.16950318999871,NA,NA,NA,NA,NA,NA,NA,976.540790016038,42.4582952180886,3.61681774080014,0,18.529662338327,0.805637492970738,0.0686283790308406,0,5.69301255312655,0.247522284918546,0.0210852316782465,0,444.092284096273,19.3083601780988,1.6447862373936,0,1944.47782209051,84.542514003935,7.20176971144632,0,797.329543316764,34.6665018833376,2.95307238265468,0,33.916523885271,1.47463147327265,0.125616755130633,0
"2331","JTBWF2478J",2017-01-24,"Kenya","Nyali",NA,NA,"Maureen","VTSZT8517P",2,10,10,"Nyali",NA,"1","Gated","4","No",0,0,0,0,0,0,0,0,1500,"Catch",0.15,0.9789,0,0,1.73359154246477,NA,NA,NA,NA,NA,NA,NA,264.757132270169,26.4757132270169,17.6504754846779,0,5.99448897954906,0.599448897954906,0.399632598636604,0,1.10777401791826,0.110777401791826,0.0738516011945505,0,135.503744014304,13.5503744014304,9.03358293428693,0,313.664912976549,31.3664912976549,20.9109941984366,0,202.649607847386,20.2649607847386,13.5099738564924,0,17.0802015612249,1.70802015612249,1.13868010408166,0
"2332","NOAKH9166Y",2017-01-28,"Kenya","Nyali",NA,NA,"Maureen","DRVMI7288I",2,8,8,"Nyali",NA,"1","Multiple","Multiple","No",172380,1,0,0,0,0,0,0,172380,"Catch",21.5475,0.4469,0,0,1.08376687846031,NA,NA,NA,NA,NA,NA,NA,3769.98408512292,471.248010640365,2.18701942517863,0,80.1600480841532,10.0200060105191,0.0465019422694937,0,23.7326540317017,2.96658175396272,0.0137676377953949,0,1568.54421759786,196.068027199733,0.90993399326944,0,2325.60343012046,290.700428765058,1.34911441589538,0,1821.9026464575,227.737830807187,1.05691068944048,0,147.006777506352,18.375847188294,0.0852806459602925,0
"2333","QISMZ7292H",2017-01-25,"Kenya","Nyali",NA,NA,"Maureen","DRVMI7288I",2,8,8,"Nyali",NA,"1","Multiple","Multiple","No",10960,1,0,0,0,0,0,0,10960,"Catch",1.37,0.908,0,0,0.922561410875714,NA,NA,NA,NA,NA,NA,NA,599.243322498945,74.9054153123681,5.46754856294658,0,12.7415321818413,1.59269152273016,0.116254855673734,0,3.7723327559382,0.471541594492275,0.0344190944884873,0,249.321914155827,31.1652392694783,2.2748349831736,0,369.657349955335,46.2071687444169,3.37278603973846,0,289.593528906692,36.1991911133364,2.6422767236012,0,23.3668969931201,2.92086212414002,0.213201614900731,0
"2334","LNAVD6840R",2017-01-07,"Kenya","Nyali",NA,NA,"Maureen","DRVMI7288I",2,10,10,"Nyali",NA,"1","Gated","4","No",85890,1,0,0,0,0,0,0,85890,"Catch",8.589,0.2109,0,0,1.06129245010515,NA,NA,NA,NA,NA,NA,NA,2340.11078494113,234.011078494113,2.72454393403322,0,49.7570782283582,4.97570782283582,0.0579311657100457,0,14.7313724410725,1.47313724410725,0.0171514407277594,0,973.629372798301,97.3629372798301,1.13357710187251,0,1443.55242500806,144.355242500806,1.68069906276407,0,1130.89443770131,113.089443770131,1.31667765479254,0,91.250291177513,9.1250291177513,0.106240879237994,0
"2335","DQVBV7208L",2017-01-07,"Kenya","Nyali",NA,NA,"Maureen","TUBLD4003S",1,3,3,"Nyali",NA,"1","Gated","4","No",18405,1,0,0,0,0,0,0,18405,"Catch",6.135,0.1351,0,0,0.815738510669053,NA,NA,NA,NA,NA,NA,NA,343.362049753045,114.454016584348,1.86559114236917,0,7.3008049363105,2.43360164543683,0.039667508483078,0,2.161519133877,0.720506377959,0.0117441952397555,0,142.859636943302,47.6198789811007,0.776200146391209,0,211.810963295575,70.6036544318585,1.15083381307023,0,165.934978242155,55.3116594140518,0.901575540571341,0,13.3890614157659,4.46302047192197,0.0727468699579784,0
"2336","IKDGT6452C",2017-01-20,"Kenya","Nyali",NA,NA,"Maureen","DRVMI7288I",2,10,10,"Nyali",NA,"1","Traditional","0","No",11540,1,0,0,0,0,0,0,11540,"Catch",1.154,0.5464,0,0,1.16534072952722,NA,NA,NA,NA,NA,NA,NA,737.025546285198,73.7025546285198,6.38670317404851,0,15.6711545448194,1.56711545448194,0.135798566246268,0,4.63969393704808,0.463969393704808,0.0402053200784062,0,306.647755731801,30.6647755731801,2.65725958173138,0,454.651558156745,45.4651558156745,3.93978819893193,0,356.178902341442,35.6178902341442,3.08647229065374,0,28.7395776886186,2.87395776886186,0.249043134216799,0
"2337","YAVTV4706O",2017-01-20,"Kenya","Nyali",NA,NA,"Maureen","TUBLD4003S",1,6,6,"Nyali",NA,"1","Traditional","0","No",8655,1,0,0,0,0,0,0,8655,"Catch",1.4425,0.433,0,0,1.16534072952722,NA,NA,NA,NA,NA,NA,NA,524.884662042871,87.4807770071452,6.06452526912618,0,11.1604661446785,1.86007769077975,0.128948193468267,0,3.30423307089478,0.550705511815796,0.0381771585314243,0,218.384158384666,36.3973597307776,2.52321384615443,0,323.787459814892,53.9645766358154,3.74104517405999,0,253.658565465715,42.2764275776192,2.93077487539821,0,20.4673550304702,3.4112258384117,0.236480127446218,0
"2338","TEFAZ3736K",2017-01-02,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","YUIRY0510O",1,1,NA,"Vanga",NA,"1","Gated","4","No",2094,1,0,0,0,0,0,0,2094,"Catch",NA,NA,0,NA,0.774304173619196,NA,NA,NA,NA,NA,NA,NA,305.307911754937,NA,14.5801295011909,0,6.49167114082131,NA,0.310012948463291,0,1.92196223623713,NA,0.0917842519692993,0,127.026785460414,NA,6.06622662179627,0,188.336372458996,NA,8.99409610596923,0,147.544732245891,NA,7.04607126293653,0,11.9051781760568,NA,0.568537639735283,0
"2339","UTLJP8569F",2017-01-02,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","RKQRG6286Y",1,1,NA,"Vanga",NA,"1","Gated","4","No",2655,1,0,0,0,0,0,0,2655,"Catch",NA,NA,0,NA,0.805379926406589,NA,NA,NA,NA,NA,NA,NA,387.102438256618,NA,14.5801295011909,0,8.23084378170038,NA,0.310012948463291,0,2.4368718897849,NA,0.0917842519692993,0,161.058316808691,NA,6.06622662179627,0,238.793251613483,NA,8.99409610596923,0,187.073192030965,NA,7.04607126293653,0,15.0946743349718,NA,0.568537639735283,0
"2340","UCGEU3592P",2017-01-02,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","AVQIA4854S",1,1,NA,"Vanga",NA,"1","Gated","4","No",0,0,0,0,0,0,0,0,2769,"Catch",NA,NA,0,NA,1.44306160099963,NA,NA,NA,NA,NA,NA,NA,236.074716295575,NA,8.5256307799052,0,2.1178486637634,NA,0.0764842421005199,0,0.834476094719105,NA,0.0301363703401627,0,124.818260155372,NA,4.50770170297478,0,1593.11491841276,NA,57.5339443269324,0,430.247496070013,NA,15.5380099700258,0,3.71942202930068,NA,0.134323655807175,0
"2341","DWFOC7715K",2017-01-02,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","HVGAM9809U",1,1,NA,"Vanga",NA,"1","Gated","4","No",0,0,0,0,0,0,0,0,8652,"Catch",NA,NA,0,NA,1.13689127573454,NA,NA,NA,NA,NA,NA,NA,721.781557647631,NA,8.34236659324585,0,12.3605499658066,NA,0.142863499373631,0,2.81864608238243,NA,0.0325779713636435,0,235.853367348053,NA,2.72599823564555,0,1037.99911808113,NA,11.997215881659,0,692.702617443731,NA,8.00627158395436,0,25.1193329732664,NA,0.290329784711817,0
"2342","JSTGX7468J",2017-01-02,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","TCCEB3939Z",1,1,NA,"Vanga",NA,"1","Gated","4","No",4770,1,0,0,0,0,0,0,4770,"Catch",NA,NA,0,NA,0.936933946539883,NA,NA,NA,NA,NA,NA,NA,417.283306324083,NA,8.74807770071452,0,8.87257058501939,NA,0.186007769077975,0,2.62686529136135,NA,0.0550705511815796,0,173.615405915809,NA,3.63973597307776,0,257.411030552839,NA,5.39645766358154,0,201.658559545244,NA,4.22764275776192,0,16.2715472492238,NA,0.34112258384117,0
"2343","SVXKB4819F",2017-01-03,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","QVSDF0882G",1,1,NA,"Vanga",NA,"1","Gated","4","No",2613,0.4286,0,0,0,0,0,0,6097,"Catch",NA,NA,0,NA,0.948822852827257,NA,NA,NA,NA,NA,NA,NA,456.52893549221,NA,7.48776341630655,0,6.2896381337689,NA,0.103159556072969,0,2.53345909090977,NA,0.0415525519256974,0,155.816485302811,NA,2.55562547650994,0,741.682951114301,NA,12.1647195524734,0,419.089031964033,NA,6.8736925039205,0,10.3682144328566,NA,0.170054361700124,0
"2344","DYOVL8628L",2017-01-03,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","CGEWK0906V",1,1,NA,"Vanga",NA,"1","Gated","4","No",0,0,0,0,0,0,0,0,3110,"Catch",NA,NA,0,NA,0.857766385360663,NA,NA,NA,NA,NA,NA,NA,429.142298131052,NA,13.7987877212557,0,8.13140355277571,NA,0.261459921311116,0,1.71138400790972,NA,0.0550284246916308,0,120.852430783854,NA,3.8859302502847,0,107.670625252863,NA,3.46207798240716,0,329.073946624885,NA,10.5811558400285,0,16.7623354997235,NA,0.538981848865708,0
"2345","SPMMO0173Z",2017-01-03,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","ILMVK2298D",1,6,NA,"Vanga",NA,"1","Traditional","0","No",2085,1,0,0,0,0,0,0,2085,"Catch",NA,NA,0,NA,0.823507448865901,NA,NA,NA,NA,NA,NA,NA,182.397420059898,NA,8.74807770071452,0,3.87826198527577,NA,0.186007769077975,0,1.14822099213593,NA,0.0550705511815796,0,75.8884950386713,NA,3.63973597307776,0,112.516142285675,NA,5.39645766358154,0,88.146351499336,NA,4.22764275776192,0,7.11240587308839,NA,0.34112258384117,0
"2346","NOZPW4253O",2017-01-03,"Kenya","Vanga",NA,NA,"Mesaidi/Ferunzi","HPTNC4987Z",1,1,NA,"Vanga",NA,"1","Traditional","0","No",0,0,0,0,0,0,0,0,2168,"Catch",NA,NA,0,NA,0.844326135225956,NA,NA,NA,NA,NA,NA,NA,234.216535615521,NA,10.8033457387233,0,3.27489209289832,NA,0.151055908344018,0,1.14065742007015,NA,0.052613349634232,0,102.288844038932,NA,4.71812011249687,0,434.944703203737,NA,20.0620250555229,0,316.432232182271,NA,14.5955826652339,0,7.67226571464067,NA,0.35388679495575,0
